"isocode"	"year"	"month"	"ged_best_ns"	"ged_best_os"	"ged_best_sb"	"best"
"KEN"	2011	12	9	2	0	11
"KEN"	2012	1	27	0	12	39
"KEN"	2012	2	0	0	4	4
"KEN"	2012	3	11	0	0	11
"KEN"	2012	4	0	0	0	0
"KEN"	2012	5	0	2	1	3
"KEN"	2012	6	7	0	0	7
"KEN"	2012	7	6	17	4	27
"KEN"	2012	8	72	4	0	76
"KEN"	2012	9	57	0	0	57
"KEN"	2012	10	13	0	6	19
"KEN"	2012	11	9	10	2	21
"KEN"	2012	12	45	0	0	45
"KEN"	2013	1	22	0	0	22
"KEN"	2013	2	15	0	0	15
"KEN"	2013	3	0	2	0	2
"KEN"	2013	4	0	0	0	0
"KEN"	2013	5	20	0	11	31
"KEN"	2013	6	30	0	0	30
"KEN"	2013	7	1	0	0	1
"KEN"	2013	8	8	0	0	8
"KEN"	2013	9	17	61	10	88
"KEN"	2013	10	25	0	0	25
"KEN"	2013	11	20	0	0	20
"KEN"	2013	12	17	0	8	25
"KEN"	2014	1	16	0	0	16
"KEN"	2014	2	2	0	0	2
"KEN"	2014	3	4	0	0	4
"KEN"	2014	4	6	0	4	10
"KEN"	2014	5	44	3	17	64
"KEN"	2014	6	36	57	6	99
"KEN"	2014	7	6	20	9	35
"KEN"	2014	8	14	1	0	15
"KEN"	2014	9	8	0	0	8
"KEN"	2014	10	1	0	0	1
"KEN"	2014	11	19	28	6	53
"KEN"	2014	12	0	37	0	37
"KEN"	2015	1	3	0	6	9
"KEN"	2015	3	0	8	4	12
"KEN"	2015	4	7	152	0	159
"KEN"	2015	5	131	0	2	133
"KEN"	2015	6	26	0	17	43
"KEN"	2015	7	0	14	6	20
"KEN"	2015	8	0	0	0	0
"KEN"	2015	9	0	0	3	3
"KEN"	2015	11	0	0	1	1
"KEN"	2015	12	0	0	9	9
"KEN"	2016	1	0	3	9	12
"KEN"	2016	2	2	0	4	6
"KEN"	2016	3	3	0	0	3
"KEN"	2016	4	5	0	0	5
"KEN"	2016	5	15	3	0	18
"KEN"	2016	6	11	11	10	32
"KEN"	2016	7	0	1	6	7
"KEN"	2016	8	0	0	7	7
"KEN"	2016	9	3	0	4	7
"KEN"	2016	10	0	18	1	19
"KEN"	2016	11	1	0	0	1
"KEN"	2016	12	5	0	8	13
"KEN"	2017	1	0	0	1	1
"KEN"	2017	2	2	0	2	4
"KEN"	2017	3	10	0	1	11
"KEN"	2017	4	6	0	0	6
"KEN"	2017	5	11	1	26	38
"KEN"	2017	6	14	1	7	22
"KEN"	2017	7	2	11	13	26
"KEN"	2017	8	0	35	11	46
"KEN"	2017	9	8	3	3	14
"KEN"	2017	10	9	9	9	27
"KEN"	2017	11	6	9	6	21
"KEN"	2017	12	1	5	6	12
"KEN"	2018	1	15	1	11	27
"KEN"	2018	2	2	5	9	16
"KEN"	2018	3	6	0	6	12
"KEN"	2018	5	7	6	0	13
"KEN"	2018	6	0	4	13	17
"KEN"	2018	7	6	2	1	9
"KEN"	2018	8	0	5	18	23
"KEN"	2018	9	5	2	10	17
"KEN"	2018	10	11	8	0	19
"KEN"	2018	11	3	1	1	5
"KEN"	2018	12	3	2	0	5
"KEN"	2019	1	1	20	5	26
"KEN"	2019	2	27	0	0	27
"KEN"	2019	3	13	0	0	13
"KEN"	2019	4	4	5	1	10
"KEN"	2019	5	22	1	0	23
"KEN"	2019	6	0	0	18	18
"KEN"	2019	7	1	0	4	5
"KEN"	2019	8	24	2	3	29
"KEN"	2019	9	0	0	5	5
"KEN"	2019	10	11	0	14	25
"KEN"	2019	11	2	2	0	4
"KEN"	2019	12	3	0	11	14
"KEN"	2020	1	1	8	22	31
"KEN"	2020	2	0	3	2	5
"KEN"	2020	3	0	9	27	36
"KEN"	2020	4	0	3	14	17
"KEN"	2020	5	8	1	6	15
"KEN"	2020	6	21	4	3	28
"KEN"	2020	7	16	1	7	24
"KEN"	2020	8	5	0	0	5
"KEN"	2020	9	19	0	9	28
"KEN"	2020	10	1	0	0	1
"KEN"	2020	11	8	0	2	10
"KEN"	2020	12	16	1	6	23
"KEN"	2021	1	18	1	5	24
"KEN"	2021	2	0	0	2	2
"KEN"	2021	3	0	0	5	5
"KGZ"	1999	8	0	0	3	3
"KGZ"	1999	9	0	0	11	11
"KGZ"	2000	8	0	0	139	139
"KGZ"	2000	9	0	0	35	35
"KGZ"	2006	7	0	0	6	6
"KGZ"	2006	8	0	0	0	0
"KGZ"	2010	5	0	0	0	0
"KGZ"	2010	6	44	0	0	44
"KGZ"	2020	10	0	1	0	1
"KHM"	1989	1	0	0	207	207
"KHM"	1989	3	0	0	5	5
"KHM"	1989	4	0	0	300	300
"KHM"	1989	6	0	0	36	36
"KHM"	1989	7	0	0	0	0
"KHM"	1989	9	0	0	100	100
"KHM"	1989	10	0	0	108	108
"KHM"	1989	11	0	0	3	3
"KHM"	1989	12	0	0	55	55
"KHM"	1990	1	0	0	68	68
"KHM"	1990	2	0	0	100	100
"KHM"	1990	4	0	0	0	0
"KHM"	1990	6	0	0	0	0
"KHM"	1990	7	0	0	0	0
"KHM"	1990	8	0	53	6	59
"KHM"	1990	10	0	50	50	100
"KHM"	1990	11	0	0	50	50
"KHM"	1991	1	0	0	5	5
"KHM"	1991	2	0	0	36	36
"KHM"	1991	3	0	0	10	10
"KHM"	1991	4	0	0	2	2
"KHM"	1991	5	0	92	150	242
"KHM"	1991	9	0	0	5	5
"KHM"	1991	10	0	0	7	7
"KHM"	1991	11	0	0	2	2
"KHM"	1991	12	0	10	3	13
"KHM"	1992	1	0	13	100	113
"KHM"	1992	4	0	7	0	7
"KHM"	1992	7	0	0	1	1
"KHM"	1992	9	0	12	1	13
"KHM"	1992	10	0	11	0	11
"KHM"	1992	11	0	2	0	2
"KHM"	1992	12	0	30	16	46
"KHM"	1993	1	0	2	8	10
"KHM"	1993	2	0	1	6	7
"KHM"	1993	3	0	111	0	111
"KHM"	1993	4	0	3	1	4
"KHM"	1993	5	0	18	9	27
"KHM"	1993	6	0	4	15	19
"KHM"	1993	7	0	29	8	37
"KHM"	1993	8	0	35	103	138
"KHM"	1993	9	0	0	59	59
"KHM"	1993	10	0	4	10	14
"KHM"	1993	11	0	0	43	43
"KHM"	1993	12	0	3	12	15
"KHM"	1994	1	0	0	28	28
"KHM"	1994	2	0	0	296	296
"KHM"	1994	3	0	0	10	10
"KHM"	1994	4	0	11	5	16
"KHM"	1994	5	0	4	60	64
"KHM"	1994	6	0	0	4	4
"KHM"	1994	7	0	6	7	13
"KHM"	1994	8	0	0	5	5
"KHM"	1994	9	0	3	41	44
"KHM"	1994	10	0	63	0	63
"KHM"	1994	11	0	19	8	27
"KHM"	1994	12	0	2	0	2
"KHM"	1995	1	0	9	127	136
"KHM"	1995	2	0	0	216	216
"KHM"	1995	3	0	0	60	60
"KHM"	1995	4	0	0	78	78
"KHM"	1995	5	0	0	30	30
"KHM"	1995	6	0	0	12	12
"KHM"	1995	7	0	0	108	108
"KHM"	1995	8	0	0	27	27
"KHM"	1995	9	0	20	2	22
"KHM"	1995	10	0	0	14	14
"KHM"	1995	11	0	0	4	4
"KHM"	1995	12	0	0	16	16
"KHM"	1996	1	0	5	92	97
"KHM"	1996	2	0	0	135	135
"KHM"	1996	3	0	1	495	496
"KHM"	1996	4	0	0	57	57
"KHM"	1996	5	0	17	0	17
"KHM"	1996	6	0	14	0	14
"KHM"	1996	7	0	21	0	21
"KHM"	1996	10	0	0	4	4
"KHM"	1996	11	0	0	5	5
"KHM"	1997	1	0	0	4	4
"KHM"	1997	2	0	0	3	3
"KHM"	1997	3	0	16	0	16
"KHM"	1997	4	0	12	0	12
"KHM"	1997	5	0	1	0	1
"KHM"	1997	7	0	0	71	71
"KHM"	1997	8	0	0	115	115
"KHM"	1997	9	0	0	84	84
"KHM"	1997	10	0	0	12	12
"KHM"	1997	11	0	0	20	20
"KHM"	1997	12	0	0	106	106
"KHM"	1998	1	0	0	105	105
"KHM"	1998	2	0	0	10	10
"KHM"	1998	3	0	0	8	8
"KHM"	1998	4	0	25	28	53
"KHM"	1998	5	0	0	68	68
"KHM"	1998	6	0	0	3	3
"KHM"	1998	7	0	0	12	12
"KHM"	1998	8	0	0	0	0
"KHM"	1998	9	0	3	0	3
"KHM"	1998	10	0	0	12	12
"KHM"	1999	6	0	0	0	0
"KHM"	2000	2	0	1	0	1
"KHM"	2000	6	0	1	0	1
"KHM"	2000	8	0	2	0	2
"KHM"	2003	2	0	1	0	1
"KHM"	2007	11	0	2	0	2
"KHM"	2008	10	0	0	2	2
"KHM"	2009	4	0	0	2	2
"KHM"	2011	2	0	0	10	10
"KHM"	2012	4	0	1	0	1
"KHM"	2012	5	0	0	0	0
"KWT"	1990	8	0	237	922	1159
"KWT"	1990	9	0	34	7	41
"KWT"	1990	10	0	0	129	129
"KWT"	1991	1	0	0	47	47
"KWT"	1991	2	0	14	399	413
"KWT"	1996	10	0	1	0	1
"KWT"	2015	6	0	26	0	26
"LAO"	1989	8	0	0	30	30
"LAO"	1990	1	0	6	207	213
"LAO"	1990	3	0	0	42	42
"LAO"	1993	1	0	3	0	3
"LAO"	1997	3	0	2	0	2
"LAO"	1999	1	0	2	0	2
"LAO"	2000	1	0	2	0	2
"LAO"	2000	7	0	0	5	5
"LAO"	2002	7	0	2	0	2
"LAO"	2002	11	0	2	0	2
"LAO"	2003	2	0	2	0	2
"LAO"	2003	7	0	2	0	2
"LAO"	2003	11	0	1	0	1
"LAO"	2004	1	0	2	0	2
"LAO"	2004	4	0	1	0	1
"LAO"	2004	5	0	1	0	1
"LAO"	2006	4	0	72	0	72
"LAO"	2006	10	0	1	0	1
"LBN"	1989	1	142	0	0	142
"LBN"	1989	2	66	0	7	73
"LBN"	1989	3	28	0	99	127
"LBN"	1989	4	0	0	120	120
"LBN"	1989	5	4	0	81	85
"LBN"	1989	6	2	0	25	27
"LBN"	1989	7	6	0	117	123
"LBN"	1989	8	0	0	262	262
"LBN"	1989	9	0	0	65	65
"LBN"	1989	10	2	0	3	5
"LBN"	1989	11	0	0	1	1
"LBN"	1989	12	67	0	0	67
"LBN"	1990	1	180	0	2	182
"LBN"	1990	2	401	0	6	407
"LBN"	1990	3	165	0	6	171
"LBN"	1990	4	59	0	6	65
"LBN"	1990	5	40	0	0	40
"LBN"	1990	6	8	0	0	8
"LBN"	1990	7	179	0	16	195
"LBN"	1990	8	30	0	0	30
"LBN"	1990	9	75	0	0	75
"LBN"	1990	10	0	0	700	700
"LBN"	1990	11	1	0	11	12
"LBN"	1990	12	0	0	18	18
"LBN"	1991	1	0	0	4	4
"LBN"	1991	2	0	0	7	7
"LBN"	1991	3	0	0	2	2
"LBN"	1991	4	2	0	0	2
"LBN"	1991	5	5	0	2	7
"LBN"	1991	6	2	0	8	10
"LBN"	1991	7	6	0	9	15
"LBN"	1991	8	3	0	0	3
"LBN"	1991	9	0	0	2	2
"LBN"	1991	10	1	0	8	9
"LBN"	1991	11	2	0	3	5
"LBN"	1991	12	2	0	0	2
"LBN"	1992	1	2	0	17	19
"LBN"	1992	2	0	0	24	24
"LBN"	1992	3	3	0	0	3
"LBN"	1992	4	1	0	7	8
"LBN"	1992	5	3	0	22	25
"LBN"	1992	6	2	0	6	8
"LBN"	1992	7	4	0	2	6
"LBN"	1992	8	1	0	2	3
"LBN"	1992	9	8	0	4	12
"LBN"	1992	10	6	0	10	16
"LBN"	1992	11	0	0	6	6
"LBN"	1992	12	0	0	2	2
"LBN"	1993	1	2	0	3	5
"LBN"	1993	2	1	0	11	12
"LBN"	1993	3	7	0	5	12
"LBN"	1993	4	4	0	8	12
"LBN"	1993	5	3	0	2	5
"LBN"	1993	6	3	2	7	12
"LBN"	1993	7	0	0	77	77
"LBN"	1993	8	1	0	11	12
"LBN"	1993	10	1	0	8	9
"LBN"	1993	11	2	0	1	3
"LBN"	1993	12	2	0	4	6
"LBN"	1994	1	2	0	4	6
"LBN"	1994	2	4	0	5	9
"LBN"	1994	3	13	0	9	22
"LBN"	1994	4	10	1	0	11
"LBN"	1994	5	0	0	3	3
"LBN"	1994	6	0	0	38	38
"LBN"	1994	7	0	0	3	3
"LBN"	1994	8	3	0	16	19
"LBN"	1994	9	1	0	1	2
"LBN"	1994	10	4	0	1	5
"LBN"	1994	11	3	0	5	8
"LBN"	1994	12	8	0	10	18
"LBN"	1995	1	0	0	23	23
"LBN"	1995	2	7	0	3	10
"LBN"	1995	3	1	0	4	5
"LBN"	1995	4	7	0	1	8
"LBN"	1995	5	2	0	10	12
"LBN"	1995	6	3	0	7	10
"LBN"	1995	7	4	0	5	9
"LBN"	1995	8	5	0	7	12
"LBN"	1995	9	2	0	4	6
"LBN"	1995	10	0	0	18	18
"LBN"	1995	11	3	0	6	9
"LBN"	1995	12	2	0	2	4
"LBN"	1996	2	4	0	5	9
"LBN"	1996	3	3	0	8	11
"LBN"	1996	4	0	102	48	150
"LBN"	1996	5	3	0	5	8
"LBN"	1996	6	3	0	7	10
"LBN"	1996	7	0	0	2	2
"LBN"	1996	8	1	0	4	5
"LBN"	1996	9	0	0	5	5
"LBN"	1996	10	2	0	2	4
"LBN"	1996	11	3	0	1	4
"LBN"	1996	12	0	0	5	5
"LBN"	1997	1	0	0	4	4
"LBN"	1997	2	0	0	10	10
"LBN"	1997	3	0	0	1	1
"LBN"	1997	4	4	0	2	6
"LBN"	1997	5	0	0	10	10
"LBN"	1997	6	2	0	3	5
"LBN"	1997	7	1	0	5	6
"LBN"	1997	8	1	0	14	15
"LBN"	1997	9	0	0	22	22
"LBN"	1997	10	4	0	5	9
"LBN"	1997	11	3	0	3	6
"LBN"	1997	12	1	0	4	5
"LBN"	1998	1	12	0	2	14
"LBN"	1998	2	0	0	11	11
"LBN"	1998	3	0	0	2	2
"LBN"	1998	4	1	0	2	3
"LBN"	1998	5	3	0	7	10
"LBN"	1998	6	3	0	3	6
"LBN"	1998	7	2	0	1	3
"LBN"	1998	8	1	0	5	6
"LBN"	1998	10	4	0	2	6
"LBN"	1998	11	3	0	9	12
"LBN"	1998	12	2	0	10	12
"LBN"	1999	1	0	0	3	3
"LBN"	1999	2	1	0	13	14
"LBN"	1999	4	1	0	1	2
"LBN"	1999	5	9	0	8	17
"LBN"	1999	6	5	0	2	7
"LBN"	1999	7	2	0	0	2
"LBN"	1999	8	0	0	9	9
"LBN"	1999	9	4	0	1	5
"LBN"	1999	10	2	0	0	2
"LBN"	1999	11	6	0	2	8
"LBN"	1999	12	1	0	4	5
"LBN"	2000	1	4	0	6	10
"LBN"	2000	2	2	0	4	6
"LBN"	2000	3	12	0	0	12
"LBN"	2000	4	6	0	5	11
"LBN"	2000	5	3	1	10	14
"LBN"	2000	7	2	0	0	2
"LBN"	2000	11	0	0	1	1
"LBN"	2001	1	0	0	2	2
"LBN"	2001	2	0	0	1	1
"LBN"	2001	4	0	0	1	1
"LBN"	2002	5	0	0	0	0
"LBN"	2003	10	0	0	1	1
"LBN"	2005	1	0	0	1	1
"LBN"	2005	6	0	0	1	1
"LBN"	2005	11	0	0	1	1
"LBN"	2006	5	0	0	1	1
"LBN"	2006	7	0	104	331	435
"LBN"	2006	8	0	52	259	311
"LBN"	2008	5	38	0	0	38
"LBN"	2011	10	0	1	0	1
"LBN"	2011	12	0	3	0	3
"LBN"	2012	2	3	0	0	3
"LBN"	2012	4	0	1	0	1
"LBN"	2012	5	9	0	0	9
"LBN"	2012	6	14	0	0	14
"LBN"	2012	8	16	0	0	16
"LBN"	2012	10	10	0	0	10
"LBN"	2013	2	0	0	2	2
"LBN"	2013	3	7	0	0	7
"LBN"	2013	5	25	0	0	25
"LBN"	2013	6	10	0	0	10
"LBN"	2013	8	26	47	0	73
"LBN"	2013	10	13	0	0	13
"LBN"	2013	11	13	0	0	13
"LBN"	2013	12	33	0	0	33
"LBN"	2014	1	25	0	8	33
"LBN"	2014	2	8	0	0	8
"LBN"	2014	3	29	0	0	29
"LBN"	2014	6	0	0	1	1
"LBN"	2014	7	0	0	1	1
"LBN"	2014	8	3	0	125	128
"LBN"	2014	9	0	0	1	1
"LBN"	2014	10	26	0	0	26
"LBN"	2014	11	0	0	0	0
"LBN"	2015	1	0	0	33	33
"LBN"	2015	3	0	0	3	3
"LBN"	2015	4	0	0	4	4
"LBN"	2015	5	0	0	0	0
"LBN"	2015	6	66	0	0	66
"LBN"	2015	10	0	0	35	35
"LBN"	2015	11	46	0	0	46
"LBN"	2015	12	9	0	4	13
"LBN"	2016	1	14	0	1	15
"LBN"	2016	2	1	0	6	7
"LBN"	2016	3	16	0	6	22
"LBN"	2016	4	0	0	2	2
"LBN"	2016	6	0	5	0	5
"LBN"	2016	7	3	0	0	3
"LBN"	2016	8	0	0	1	1
"LBN"	2016	11	0	0	1	1
"LBN"	2017	4	0	0	7	7
"LBN"	2017	5	33	0	1	34
"LBN"	2017	6	0	0	6	6
"LBN"	2017	7	190	0	6	196
"LBN"	2017	8	0	0	54	54
"LBN"	2018	2	0	0	2	2
"LBN"	2020	2	0	0	3	3
"LBN"	2020	8	2	0	3	5
"LBN"	2020	9	1	0	17	18
"LBN"	2021	1	0	0	1	1
"LBR"	1989	12	0	18	27	45
"LBR"	1990	1	37	349	22	408
"LBR"	1990	2	0	12	0	12
"LBR"	1990	3	0	3	46	49
"LBR"	1990	4	0	3	102	105
"LBR"	1990	5	0	271	5	276
"LBR"	1990	6	0	54	17	71
"LBR"	1990	7	2	1107	42	1151
"LBR"	1990	8	0	1474	26	1500
"LBR"	1990	9	4	66	79	149
"LBR"	1990	10	2	4	0	6
"LBR"	1990	12	0	2	0	2
"LBR"	1991	1	0	251	0	251
"LBR"	1991	2	0	2	0	2
"LBR"	1991	5	0	1	0	1
"LBR"	1991	6	0	8	0	8
"LBR"	1991	7	0	7	0	7
"LBR"	1991	9	0	2	0	2
"LBR"	1991	10	306	1	0	307
"LBR"	1992	1	0	7	0	7
"LBR"	1992	2	6	6	0	12
"LBR"	1992	3	7	0	0	7
"LBR"	1992	6	3	0	0	3
"LBR"	1992	7	0	0	0	0
"LBR"	1992	8	31	0	0	31
"LBR"	1992	9	0	370	0	370
"LBR"	1992	10	6	14	0	20
"LBR"	1992	11	0	1	0	1
"LBR"	1992	12	2	0	0	2
"LBR"	1993	1	0	1704	0	1704
"LBR"	1993	2	0	13	0	13
"LBR"	1993	3	0	14	0	14
"LBR"	1993	4	0	8	0	8
"LBR"	1993	5	0	212	0	212
"LBR"	1993	6	0	600	0	600
"LBR"	1993	7	2	0	0	2
"LBR"	1993	8	3	0	0	3
"LBR"	1993	9	102	0	5	107
"LBR"	1993	10	1	0	0	1
"LBR"	1993	12	0	9	0	9
"LBR"	1994	1	104	2703	0	2807
"LBR"	1994	2	1	9	0	10
"LBR"	1994	3	282	0	0	282
"LBR"	1994	4	0	59	0	59
"LBR"	1994	5	21	19	0	40
"LBR"	1994	6	0	32	0	32
"LBR"	1994	7	0	1	0	1
"LBR"	1994	8	15	27	0	42
"LBR"	1994	9	30	465	0	495
"LBR"	1994	10	1	114	0	115
"LBR"	1994	11	35	201	0	236
"LBR"	1994	12	0	48	0	48
"LBR"	1995	1	0	1250	0	1250
"LBR"	1995	2	0	137	0	137
"LBR"	1995	3	3	419	0	422
"LBR"	1995	4	0	316	0	316
"LBR"	1995	5	2	111	0	113
"LBR"	1995	6	3	0	0	3
"LBR"	1995	8	15	14	0	29
"LBR"	1995	9	0	20	0	20
"LBR"	1996	1	0	9	0	9
"LBR"	1996	3	0	1	0	1
"LBR"	1996	4	1948	4	0	1952
"LBR"	1996	5	52	3	0	55
"LBR"	1996	6	0	16	0	16
"LBR"	1996	7	0	3	0	3
"LBR"	1996	8	0	3	0	3
"LBR"	1996	9	0	46	0	46
"LBR"	1996	12	0	1006	0	1006
"LBR"	1997	1	0	9	0	9
"LBR"	1997	11	0	3	0	3
"LBR"	1997	12	0	1	0	1
"LBR"	1998	9	0	13	0	13
"LBR"	1999	8	0	25	0	25
"LBR"	1999	9	0	25	0	25
"LBR"	1999	10	0	20	0	20
"LBR"	2000	1	0	44	0	44
"LBR"	2000	5	0	0	42	42
"LBR"	2000	7	0	0	13	13
"LBR"	2000	9	0	0	2	2
"LBR"	2001	1	0	0	200	200
"LBR"	2001	2	0	2	1	3
"LBR"	2001	3	0	14	0	14
"LBR"	2001	4	0	14	29	43
"LBR"	2001	5	0	7	25	32
"LBR"	2001	6	0	12	0	12
"LBR"	2001	7	0	15	0	15
"LBR"	2001	9	0	48	0	48
"LBR"	2001	10	0	20	0	20
"LBR"	2001	12	0	8	86	94
"LBR"	2002	1	0	1449	4	1453
"LBR"	2002	2	0	1	15	16
"LBR"	2002	3	0	0	24	24
"LBR"	2002	4	0	3	203	206
"LBR"	2002	5	0	26	192	218
"LBR"	2002	6	0	112	19	131
"LBR"	2002	7	0	175	27	202
"LBR"	2002	8	0	0	6	6
"LBR"	2002	9	0	1	1	2
"LBR"	2002	11	0	0	1	1
"LBR"	2003	1	0	905	3	908
"LBR"	2003	2	0	11	25	36
"LBR"	2003	3	0	372	44	416
"LBR"	2003	4	0	6	7	13
"LBR"	2003	5	0	95	1	96
"LBR"	2003	6	0	53	606	659
"LBR"	2003	7	0	26	1058	1084
"LBR"	2003	8	0	0	29	29
"LBR"	2003	10	0	26	13	39
"LBR"	2003	11	0	0	1	1
"LBR"	2019	6	0	1	0	1
"LBR"	2020	3	0	1	0	1
"LBR"	2020	4	0	1	0	1
"LBR"	2020	6	0	1	0	1
"LBY"	2008	11	6	0	0	6
"LBY"	2011	2	0	96	359	455
"LBY"	2011	3	0	56	809	865
"LBY"	2011	4	0	0	415	415
"LBY"	2011	5	0	0	96	96
"LBY"	2011	6	0	0	299	299
"LBY"	2011	7	0	0	252	252
"LBY"	2011	8	0	0	833	833
"LBY"	2011	9	0	0	447	447
"LBY"	2011	10	0	0	245	245
"LBY"	2011	11	0	0	7	7
"LBY"	2012	2	136	0	0	136
"LBY"	2012	3	163	0	0	163
"LBY"	2012	6	78	0	0	78
"LBY"	2012	9	0	0	1	1
"LBY"	2013	1	2	0	0	2
"LBY"	2013	2	1	0	0	1
"LBY"	2013	7	0	0	2	2
"LBY"	2013	8	0	0	4	4
"LBY"	2013	10	0	0	0	0
"LBY"	2013	11	0	0	20	20
"LBY"	2013	12	2	0	5	7
"LBY"	2014	1	34	0	0	34
"LBY"	2014	3	0	0	0	0
"LBY"	2014	5	79	0	14	93
"LBY"	2014	6	31	0	0	31
"LBY"	2014	7	286	0	0	286
"LBY"	2014	8	84	0	0	84
"LBY"	2014	9	52	0	85	137
"LBY"	2014	10	455	0	76	531
"LBY"	2014	11	101	0	37	138
"LBY"	2014	12	47	0	74	121
"LBY"	2015	1	103	31	87	221
"LBY"	2015	2	198	7	29	234
"LBY"	2015	3	42	5	48	95
"LBY"	2015	4	19	43	55	117
"LBY"	2015	5	126	0	34	160
"LBY"	2015	6	197	10	3	210
"LBY"	2015	7	211	11	1	223
"LBY"	2015	8	117	2	0	119
"LBY"	2015	9	60	1	17	78
"LBY"	2015	10	19	6	0	25
"LBY"	2015	11	76	0	1	77
"LBY"	2015	12	33	2	0	35
"LBY"	2016	1	49	4	87	140
"LBY"	2016	2	55	5	99	159
"LBY"	2016	3	76	0	44	120
"LBY"	2016	4	93	0	16	109
"LBY"	2016	5	25	3	161	189
"LBY"	2016	6	32	0	207	239
"LBY"	2016	7	44	1	197	242
"LBY"	2016	8	62	0	190	252
"LBY"	2016	9	21	0	105	126
"LBY"	2016	10	13	1	222	236
"LBY"	2016	11	88	0	67	155
"LBY"	2016	12	33	2	347	382
"LBY"	2017	1	95	0	66	161
"LBY"	2017	2	27	0	9	36
"LBY"	2017	3	67	0	3	70
"LBY"	2017	4	8	0	10	18
"LBY"	2017	5	30	1	201	232
"LBY"	2017	6	173	0	0	173
"LBY"	2017	7	135	0	4	139
"LBY"	2017	8	40	0	0	40
"LBY"	2017	9	43	0	20	63
"LBY"	2017	10	38	0	77	115
"LBY"	2017	11	18	0	14	32
"LBY"	2017	12	17	0	0	17
"LBY"	2018	1	6	0	0	6
"LBY"	2018	2	26	0	0	26
"LBY"	2018	3	27	0	0	27
"LBY"	2018	4	5	0	0	5
"LBY"	2018	5	165	0	16	181
"LBY"	2018	6	156	2	8	166
"LBY"	2018	7	14	2	0	16
"LBY"	2018	8	84	0	8	92
"LBY"	2018	9	81	0	6	87
"LBY"	2018	10	18	2	0	20
"LBY"	2018	11	29	0	0	29
"LBY"	2018	12	9	0	6	15
"LBY"	2019	1	6	0	0	6
"LBY"	2019	2	46	0	78	124
"LBY"	2019	3	0	1	0	1
"LBY"	2019	4	3	1	901	905
"LBY"	2019	5	15	1	48	64
"LBY"	2019	6	27	0	80	107
"LBY"	2019	7	0	0	161	161
"LBY"	2019	8	47	0	122	169
"LBY"	2019	9	8	0	119	127
"LBY"	2019	10	0	0	72	72
"LBY"	2019	11	0	0	36	36
"LBY"	2019	12	0	0	78	78
"LBY"	2020	1	0	0	90	90
"LBY"	2020	2	0	0	38	38
"LBY"	2020	3	0	0	156	156
"LBY"	2020	4	0	0	79	79
"LBY"	2020	5	0	1	227	228
"LBY"	2020	6	0	0	72	72
"LBY"	2020	7	0	0	6	6
"LBY"	2020	8	3	4	0	7
"LBY"	2020	9	14	0	0	14
"LBY"	2020	10	0	0	0	0
"LBY"	2021	2	0	0	7	7
"LBY"	2021	3	2	0	0	2
"LKA"	1989	1	0	15	21	36
"LKA"	1989	2	0	100	10	110
"LKA"	1989	3	0	5	13	18
"LKA"	1989	4	15	51	42	108
"LKA"	1989	5	61	4	7	72
"LKA"	1989	6	0	3	24	27
"LKA"	1989	7	0	23	24	47
"LKA"	1989	8	0	39	81	120
"LKA"	1989	9	0	1	37	38
"LKA"	1989	10	0	13	47	60
"LKA"	1989	11	50	21	161	232
"LKA"	1989	12	175	179	66	420
"LKA"	1990	1	56	1	52	109
"LKA"	1990	2	0	12	17	29
"LKA"	1990	6	0	526	1113	1639
"LKA"	1990	7	0	103	847	950
"LKA"	1990	8	0	484	354	838
"LKA"	1990	9	0	9	243	252
"LKA"	1990	10	0	16	323	339
"LKA"	1990	11	0	3	298	301
"LKA"	1990	12	0	0	383	383
"LKA"	1991	1	0	29	108	137
"LKA"	1991	2	0	0	282	282
"LKA"	1991	3	0	3	706	709
"LKA"	1991	4	0	49	759	808
"LKA"	1991	5	0	4	340	344
"LKA"	1991	6	0	92	362	454
"LKA"	1991	7	0	27	2319	2346
"LKA"	1991	8	0	5	908	913
"LKA"	1991	9	0	0	300	300
"LKA"	1991	10	0	5	180	185
"LKA"	1991	11	0	0	85	85
"LKA"	1991	12	0	0	83	83
"LKA"	1992	1	0	0	1525	1525
"LKA"	1992	2	0	3	101	104
"LKA"	1992	3	0	0	231	231
"LKA"	1992	4	0	91	131	222
"LKA"	1992	5	0	5	485	490
"LKA"	1992	6	0	12	407	419
"LKA"	1992	7	0	39	498	537
"LKA"	1992	8	0	35	129	164
"LKA"	1992	9	0	22	143	165
"LKA"	1992	10	0	146	115	261
"LKA"	1992	11	0	0	198	198
"LKA"	1992	12	0	0	128	128
"LKA"	1993	1	0	0	91	91
"LKA"	1993	2	0	0	22	22
"LKA"	1993	3	0	0	46	46
"LKA"	1993	4	0	0	100	100
"LKA"	1993	5	0	0	77	77
"LKA"	1993	6	0	0	40	40
"LKA"	1993	7	0	0	89	89
"LKA"	1993	8	0	0	53	53
"LKA"	1993	9	0	0	550	550
"LKA"	1993	10	0	0	15	15
"LKA"	1993	11	0	0	918	918
"LKA"	1993	12	0	9	74	83
"LKA"	1994	1	0	3	177	180
"LKA"	1994	2	0	0	20	20
"LKA"	1994	3	0	22	82	104
"LKA"	1994	4	0	1	7	8
"LKA"	1994	5	0	0	25	25
"LKA"	1994	6	0	0	46	46
