"isocode"	"year"	"month"	"ged_best_ns"	"ged_best_os"	"ged_best_sb"	"best"
"AFG"	1989	1	0	0	714	714
"AFG"	1989	2	0	0	160	160
"AFG"	1989	3	0	0	1744	1744
"AFG"	1989	4	0	0	494	494
"AFG"	1989	5	6	0	448	454
"AFG"	1989	6	0	0	495	495
"AFG"	1989	7	42	0	578	620
"AFG"	1989	8	185	0	225	410
"AFG"	1989	9	0	0	71	71
"AFG"	1989	10	0	0	239	239
"AFG"	1989	12	4	0	6	10
"AFG"	1990	1	0	0	25	25
"AFG"	1990	2	0	0	54	54
"AFG"	1990	3	0	0	149	149
"AFG"	1990	4	0	0	489	489
"AFG"	1990	5	0	0	8	8
"AFG"	1990	7	0	0	95	95
"AFG"	1990	9	16	0	0	16
"AFG"	1990	10	20	0	631	651
"AFG"	1990	11	0	0	27	27
"AFG"	1991	1	0	0	25	25
"AFG"	1991	2	0	0	5	5
"AFG"	1991	3	0	0	1765	1765
"AFG"	1991	4	0	0	310	310
"AFG"	1991	5	0	0	234	234
"AFG"	1991	7	200	0	82	282
"AFG"	1991	8	40	0	320	360
"AFG"	1991	9	0	0	51	51
"AFG"	1991	10	0	0	208	208
"AFG"	1991	11	11	0	279	290
"AFG"	1991	12	0	0	23	23
"AFG"	1992	1	0	2	0	2
"AFG"	1992	2	0	0	35	35
"AFG"	1992	3	0	0	5	5
"AFG"	1992	4	0	0	799	799
"AFG"	1992	5	0	5	94	99
"AFG"	1992	6	0	0	182	182
"AFG"	1992	7	0	0	161	161
"AFG"	1992	8	0	0	2694	2694
"AFG"	1992	9	0	1	67	68
"AFG"	1992	10	0	0	150	150
"AFG"	1992	12	90	0	100	190
"AFG"	1993	1	0	0	1180	1180
"AFG"	1993	2	0	26	531	557
"AFG"	1993	3	0	0	30	30
"AFG"	1993	4	0	0	37	37
"AFG"	1993	5	0	0	1034	1034
"AFG"	1993	6	0	0	51	51
"AFG"	1993	7	0	0	372	372
"AFG"	1993	8	0	0	272	272
"AFG"	1993	9	0	0	75	75
"AFG"	1993	10	0	0	168	168
"AFG"	1993	11	0	0	306	306
"AFG"	1993	12	8	0	15	23
"AFG"	1994	1	0	0	6266	6266
"AFG"	1994	2	0	0	260	260
"AFG"	1994	3	3	0	223	226
"AFG"	1994	4	24	0	457	481
"AFG"	1994	5	1	0	147	148
"AFG"	1994	6	0	0	393	393
"AFG"	1994	7	25	0	162	187
"AFG"	1994	8	0	0	276	276
"AFG"	1994	9	0	0	483	483
"AFG"	1994	10	16	0	199	215
"AFG"	1994	11	50	0	55	105
"AFG"	1994	12	0	0	16	16
"AFG"	1995	1	0	0	294	294
"AFG"	1995	2	50	4	275	329
"AFG"	1995	3	0	0	756	756
"AFG"	1995	4	0	0	1027	1027
"AFG"	1995	5	0	0	1044	1044
"AFG"	1995	6	0	0	321	321
"AFG"	1995	7	0	0	239	239
"AFG"	1995	8	0	0	280	280
"AFG"	1995	9	24	0	105	129
"AFG"	1995	10	16	0	629	645
"AFG"	1995	11	0	0	406	406
"AFG"	1995	12	25	0	123	148
"AFG"	1996	1	5	5	99	109
"AFG"	1996	2	310	0	121	431
"AFG"	1996	3	30	0	155	185
"AFG"	1996	4	1	0	389	390
"AFG"	1996	5	0	0	233	233
"AFG"	1996	6	0	5	192	197
"AFG"	1996	7	0	32	119	151
"AFG"	1996	8	0	0	88	88
"AFG"	1996	9	0	4	550	554
"AFG"	1996	10	0	1	513	514
"AFG"	1996	11	0	0	649	649
"AFG"	1996	12	25	0	69	94
"AFG"	1997	1	0	0	69	69
"AFG"	1997	2	0	0	182	182
"AFG"	1997	3	0	0	280	280
"AFG"	1997	4	0	0	191	191
"AFG"	1997	5	0	0	3703	3703
"AFG"	1997	6	0	0	605	605
"AFG"	1997	7	0	0	192	192
"AFG"	1997	8	2	0	210	212
"AFG"	1997	9	0	323	383	706
"AFG"	1997	10	0	0	425	425
"AFG"	1997	11	0	0	58	58
"AFG"	1997	12	0	0	98	98
"AFG"	1998	1	8	600	34	642
"AFG"	1998	2	0	0	65	65
"AFG"	1998	3	101	8	194	303
"AFG"	1998	4	0	0	15	15
"AFG"	1998	5	0	0	69	69
"AFG"	1998	6	0	0	106	106
"AFG"	1998	7	0	2	425	427
"AFG"	1998	8	0	5000	2148	7148
"AFG"	1998	9	0	69	1119	1188
"AFG"	1998	10	0	60	572	632
"AFG"	1998	11	0	70	376	446
"AFG"	1998	12	0	0	1133	1133
"AFG"	1999	1	0	0	175	175
"AFG"	1999	2	0	0	3	3
"AFG"	1999	3	0	0	47	47
"AFG"	1999	4	0	0	113	113
"AFG"	1999	5	0	400	340	740
"AFG"	1999	6	0	0	130	130
"AFG"	1999	7	0	24	1130	1154
"AFG"	1999	8	0	0	1076	1076
"AFG"	1999	9	0	0	615	615
"AFG"	1999	10	0	0	819	819
"AFG"	1999	11	0	12	112	124
"AFG"	1999	12	0	0	69	69
"AFG"	2000	1	0	0	54	54
"AFG"	2000	2	0	74	86	160
"AFG"	2000	3	3	47	267	317
"AFG"	2000	4	0	0	530	530
"AFG"	2000	5	0	31	51	82
"AFG"	2000	6	0	0	70	70
"AFG"	2000	7	0	0	1123	1123
"AFG"	2000	8	0	0	1191	1191
"AFG"	2000	9	0	0	1523	1523
"AFG"	2000	10	0	0	224	224
"AFG"	2000	11	0	0	78	78
"AFG"	2000	12	0	4	38	42
"AFG"	2001	1	0	237	588	825
"AFG"	2001	2	0	0	1	1
"AFG"	2001	3	0	0	11	11
"AFG"	2001	4	0	0	114	114
"AFG"	2001	5	0	4	103	107
"AFG"	2001	6	0	24	398	422
"AFG"	2001	7	0	0	132	132
"AFG"	2001	8	0	0	27	27
"AFG"	2001	9	0	0	299	299
"AFG"	2001	10	0	0	1316	1316
"AFG"	2001	11	0	206	1299	1505
"AFG"	2001	12	0	27	767	794
"AFG"	2002	1	36	3	148	187
"AFG"	2002	2	15	0	4	19
"AFG"	2002	3	0	0	562	562
"AFG"	2002	4	20	8	27	55
"AFG"	2002	5	6	0	24	30
"AFG"	2002	6	0	0	6	6
"AFG"	2002	7	82	0	58	140
"AFG"	2002	8	8	0	25	33
"AFG"	2002	9	31	0	30	61
"AFG"	2002	10	24	0	11	35
"AFG"	2002	11	24	0	3	27
"AFG"	2002	12	0	0	2	2
"AFG"	2003	1	6	0	23	29
"AFG"	2003	2	5	0	27	32
"AFG"	2003	3	2	1	88	91
"AFG"	2003	4	68	1	81	150
"AFG"	2003	5	23	0	2	25
"AFG"	2003	6	15	0	67	82
"AFG"	2003	7	13	1	61	75
"AFG"	2003	8	27	0	166	193
"AFG"	2003	9	8	4	49	61
"AFG"	2003	10	76	5	43	124
"AFG"	2003	11	0	1	33	34
"AFG"	2003	12	0	1	47	48
"AFG"	2004	1	0	2	49	51
"AFG"	2004	2	4	5	8	17
"AFG"	2004	3	0	0	34	34
"AFG"	2004	4	1	5	42	48
"AFG"	2004	5	0	3	65	68
"AFG"	2004	6	0	26	90	116
"AFG"	2004	7	0	8	69	77
"AFG"	2004	8	42	3	78	123
"AFG"	2004	9	2	1	139	142
"AFG"	2004	10	0	0	65	65
"AFG"	2004	11	0	0	41	41
"AFG"	2004	12	0	0	35	35
"AFG"	2005	1	0	1	36	37
"AFG"	2005	2	0	0	25	25
"AFG"	2005	3	0	0	38	38
"AFG"	2005	4	0	5	110	115
"AFG"	2005	5	0	3	149	152
"AFG"	2005	6	0	40	235	275
"AFG"	2005	7	0	13	212	225
"AFG"	2005	8	0	9	271	280
"AFG"	2005	9	0	16	179	195
"AFG"	2005	10	0	23	188	211
"AFG"	2005	11	0	5	70	75
"AFG"	2005	12	0	1	82	83
"AFG"	2006	1	0	3	54	57
"AFG"	2006	2	0	0	112	112
"AFG"	2006	3	0	5	187	192
"AFG"	2006	4	0	10	205	215
"AFG"	2006	5	0	12	483	495
"AFG"	2006	6	0	45	661	706
"AFG"	2006	7	0	19	551	570
"AFG"	2006	8	0	27	503	530
"AFG"	2006	9	0	23	908	931
"AFG"	2006	10	36	11	516	563
"AFG"	2006	11	0	8	333	341
"AFG"	2006	12	0	33	237	270
"AFG"	2007	1	0	2	315	317
"AFG"	2007	2	1	5	172	178
"AFG"	2007	3	0	1	360	361
"AFG"	2007	4	0	12	619	631
"AFG"	2007	5	0	3	582	585
"AFG"	2007	6	0	48	920	968
"AFG"	2007	7	0	18	843	861
"AFG"	2007	8	0	3	608	611
"AFG"	2007	9	0	6	973	979
"AFG"	2007	10	0	5	647	652
"AFG"	2007	11	0	5	552	557
"AFG"	2007	12	0	5	315	320
"AFG"	2008	1	0	4	150	154
"AFG"	2008	2	0	0	195	195
"AFG"	2008	3	0	11	292	303
"AFG"	2008	4	0	21	345	366
"AFG"	2008	5	0	3	449	452
"AFG"	2008	6	0	1	753	754
"AFG"	2008	7	0	18	634	652
"AFG"	2008	8	0	12	980	992
"AFG"	2008	9	0	6	406	412
"AFG"	2008	10	0	30	514	544
"AFG"	2008	11	0	2	542	544
"AFG"	2008	12	0	0	292	292
"AFG"	2009	1	0	0	298	298
"AFG"	2009	2	0	5	321	326
"AFG"	2009	3	0	10	442	452
"AFG"	2009	4	0	5	435	440
"AFG"	2009	5	0	16	798	814
"AFG"	2009	6	0	7	584	591
"AFG"	2009	7	0	5	781	786
"AFG"	2009	8	0	47	582	629
"AFG"	2009	9	0	17	688	705
"AFG"	2009	10	0	10	556	566
"AFG"	2009	11	0	15	512	527
"AFG"	2009	12	0	21	344	365
"AFG"	2010	1	0	17	327	344
"AFG"	2010	2	0	17	519	536
"AFG"	2010	3	80	2	325	407
"AFG"	2010	4	0	14	489	503
"AFG"	2010	5	0	18	484	502
"AFG"	2010	6	1	52	948	1001
"AFG"	2010	7	18	25	708	751
"AFG"	2010	8	0	20	862	882
"AFG"	2010	9	0	8	512	520
"AFG"	2010	10	0	4	762	766
"AFG"	2010	11	0	1	517	518
"AFG"	2010	12	0	10	411	421
"AFG"	2011	1	0	14	510	524
"AFG"	2011	2	0	5	445	450
"AFG"	2011	3	0	1	447	448
"AFG"	2011	4	7	1	545	553
"AFG"	2011	5	13	4	714	731
"AFG"	2011	6	2	11	754	767
"AFG"	2011	7	0	3	881	884
"AFG"	2011	8	0	12	647	659
"AFG"	2011	9	3	11	790	804
"AFG"	2011	10	0	7	670	677
"AFG"	2011	11	0	2	549	551
"AFG"	2011	12	0	64	451	515
"AFG"	2012	1	0	0	361	361
"AFG"	2012	2	0	2	217	219
"AFG"	2012	3	0	0	407	407
"AFG"	2012	4	0	0	647	647
"AFG"	2012	5	10	1	780	791
"AFG"	2012	6	0	30	1127	1157
"AFG"	2012	7	0	10	1004	1014
"AFG"	2012	8	0	23	894	917
"AFG"	2012	9	0	5	886	891
"AFG"	2012	10	0	7	653	660
"AFG"	2012	11	0	5	446	451
"AFG"	2012	12	0	0	308	308
"AFG"	2013	1	0	2	593	595
"AFG"	2013	2	0	0	381	381
"AFG"	2013	3	0	2	478	480
"AFG"	2013	4	4	9	482	495
"AFG"	2013	5	0	4	1196	1200
"AFG"	2013	6	0	3	839	842
"AFG"	2013	7	6	3	1192	1201
"AFG"	2013	8	0	5	786	791
"AFG"	2013	9	0	4	778	782
"AFG"	2013	10	0	10	526	536
"AFG"	2013	11	0	19	461	480
"AFG"	2013	12	0	4	344	348
"AFG"	2014	1	2	3	2333	2338
"AFG"	2014	2	4	4	460	468
"AFG"	2014	3	0	50	1320	1370
"AFG"	2014	4	0	13	525	538
"AFG"	2014	5	0	1	824	825
"AFG"	2014	6	0	25	1049	1074
"AFG"	2014	7	0	8	892	900
"AFG"	2014	8	0	17	1142	1159
"AFG"	2014	9	7	4	1065	1076
"AFG"	2014	10	0	9	833	842
"AFG"	2014	11	0	80	741	821
"AFG"	2014	12	0	28	1110	1138
"AFG"	2015	1	50	5	2278	2333
"AFG"	2015	2	1	9	1335	1345
"AFG"	2015	3	7	21	1028	1056
"AFG"	2015	4	5	19	1066	1090
"AFG"	2015	5	63	25	1787	1875
"AFG"	2015	6	96	12	1377	1485
"AFG"	2015	7	53	12	1048	1113
"AFG"	2015	8	16	9	1760	1785
"AFG"	2015	9	52	39	1902	1993
"AFG"	2015	10	1	8	1950	1959
"AFG"	2015	11	72	17	765	854
"AFG"	2015	12	118	4	977	1099
"AFG"	2016	1	54	20	945	1019
"AFG"	2016	2	51	10	1367	1428
"AFG"	2016	3	124	13	1060	1197
"AFG"	2016	4	27	6	1597	1630
"AFG"	2016	5	96	25	1796	1917
"AFG"	2016	6	23	30	1494	1547
"AFG"	2016	7	0	92	1493	1585
"AFG"	2016	8	0	9	1866	1875
"AFG"	2016	9	0	7	1567	1574
"AFG"	2016	10	1	68	3043	3112
"AFG"	2016	11	0	52	895	947
"AFG"	2016	12	0	19	857	876
"AFG"	2017	1	11	13	1357	1381
"AFG"	2017	2	0	15	1327	1342
"AFG"	2017	3	5	15	1975	1995
"AFG"	2017	4	143	4	1429	1576
"AFG"	2017	5	20	5	1900	1925
"AFG"	2017	6	74	9	929	1012
"AFG"	2017	7	4	16	2517	2537
"AFG"	2017	8	32	79	2157	2268
"AFG"	2017	9	29	21	1640	1690
"AFG"	2017	10	76	69	1571	1716
"AFG"	2017	11	23	19	1211	1253
"AFG"	2017	12	2	78	1001	1081
"AFG"	2018	1	13	6	1804	1823
"AFG"	2018	2	0	14	1483	1497
"AFG"	2018	3	12	38	1461	1511
"AFG"	2018	4	14	100	1840	1954
"AFG"	2018	5	21	19	2460	2500
"AFG"	2018	6	24	31	1718	1773
"AFG"	2018	7	453	34	2689	3176
"AFG"	2018	8	1	85	2385	2471
"AFG"	2018	9	16	100	2311	2427
"AFG"	2018	10	31	66	2360	2457
"AFG"	2018	11	46	68	2787	2901
"AFG"	2018	12	0	1	2398	2399
"AFG"	2019	1	10	18	2224	2252
"AFG"	2019	2	8	12	1679	1699
"AFG"	2019	3	21	14	2375	2410
"AFG"	2019	4	20	9	2125	2154
"AFG"	2019	5	7	21	2784	2812
"AFG"	2019	6	0	21	2713	2734
"AFG"	2019	7	8	37	3775	3820
"AFG"	2019	8	36	116	2702	2854
"AFG"	2019	9	0	20	3506	3526
"AFG"	2019	10	0	91	2413	2504
"AFG"	2019	11	3	6	1624	1633
"AFG"	2019	12	0	16	2020	2036
"AFG"	2020	1	0	17	1681	1698
"AFG"	2020	2	0	17	1228	1245
"AFG"	2020	3	0	57	1133	1190
"AFG"	2020	4	3	20	1016	1039
"AFG"	2020	5	0	71	1091	1162
"AFG"	2020	6	7	21	1458	1486
"AFG"	2020	7	0	18	1549	1567
"AFG"	2020	8	0	12	1380	1392
"AFG"	2020	9	0	18	1762	1780
"AFG"	2020	10	3	37	2644	2684
"AFG"	2020	11	0	22	1896	1918
"AFG"	2020	12	0	18	2044	2062
"AFG"	2021	1	14	34	2687	2735
"AFG"	2021	2	0	20	1904	1924
"AFG"	2021	3	0	36	1747	1783
"AGO"	1989	1	0	0	255	255
"AGO"	1989	2	0	0	335	335
"AGO"	1989	3	0	0	388	388
"AGO"	1989	4	0	0	156	156
"AGO"	1989	5	0	0	252	252
"AGO"	1989	6	0	0	24	24
"AGO"	1989	7	0	0	0	0
"AGO"	1989	8	0	58	233	291
"AGO"	1989	9	0	5	489	494
"AGO"	1989	10	0	0	255	255
"AGO"	1989	11	0	0	82	82
"AGO"	1989	12	0	0	341	341
"AGO"	1990	1	0	0	920	920
"AGO"	1990	2	0	0	509	509
"AGO"	1990	3	0	0	438	438
"AGO"	1990	4	0	0	163	163
"AGO"	1990	5	0	0	127	127
"AGO"	1990	6	0	0	49	49
"AGO"	1990	7	0	25	34	59
"AGO"	1990	8	0	0	47	47
"AGO"	1990	9	0	15	36	51
"AGO"	1990	10	0	0	128	128
"AGO"	1990	11	0	0	58	58
"AGO"	1990	12	0	11	49	60
"AGO"	1991	1	0	0	22	22
"AGO"	1991	2	0	0	55	55
"AGO"	1991	3	0	0	267	267
"AGO"	1991	4	0	0	82	82
"AGO"	1991	5	0	0	90	90
"AGO"	1991	6	0	0	0	0
"AGO"	1991	11	0	0	0	0
"AGO"	1991	12	0	0	0	0
"AGO"	1992	1	0	0	24	24
"AGO"	1992	3	0	0	0	0
"AGO"	1992	4	0	0	0	0
"AGO"	1992	6	0	0	0	0
"AGO"	1992	8	0	0	30	30
"AGO"	1992	9	0	3	1	4
"AGO"	1992	10	0	3	2264	2267
"AGO"	1992	11	0	0	24	24
"AGO"	1992	12	0	0	3	3
"AGO"	1993	1	0	201	6964	7165
"AGO"	1993	2	0	0	873	873
"AGO"	1993	3	0	0	148	148
"AGO"	1993	4	0	1	0	1
"AGO"	1993	5	0	40	0	40
"AGO"	1993	6	0	1	546	547
"AGO"	1993	7	0	0	1489	1489
"AGO"	1993	8	0	31	983	1014
"AGO"	1993	9	0	0	619	619
"AGO"	1993	10	0	30	140	170
"AGO"	1993	11	0	40	284	324
"AGO"	1993	12	0	0	8	8
"AGO"	1994	1	0	0	293	293
"AGO"	1994	2	0	0	432	432
"AGO"	1994	3	0	1	2	3
"AGO"	1994	4	0	2	59	61
"AGO"	1994	5	0	0	452	452
"AGO"	1994	6	0	0	1133	1133
"AGO"	1994	7	0	24	89	113
"AGO"	1994	8	0	0	355	355
"AGO"	1994	9	0	0	87	87
"AGO"	1994	10	0	0	952	952
"AGO"	1994	11	0	8	111	119
"AGO"	1994	12	0	0	9	9
"AGO"	1995	1	0	0	36	36
"AGO"	1995	2	0	36	31	67
"AGO"	1995	3	0	8	51	59
"AGO"	1995	4	0	0	8	8
"AGO"	1995	5	0	0	5	5
"AGO"	1995	6	0	0	8	8
"AGO"	1995	7	0	0	3	3
"AGO"	1995	8	0	0	11	11
"AGO"	1995	9	0	0	4	4
"AGO"	1995	10	0	0	10	10
"AGO"	1995	11	0	0	6	6
"AGO"	1995	12	0	3	18	21
"AGO"	1996	1	0	0	23	23
"AGO"	1996	2	0	0	0	0
"AGO"	1996	3	0	0	0	0
"AGO"	1996	4	0	0	0	0
"AGO"	1996	5	0	1	2	3
"AGO"	1996	6	0	0	2	2
"AGO"	1996	7	0	0	0	0
"AGO"	1996	10	0	0	0	0
"AGO"	1996	11	0	0	0	0
"AGO"	1996	12	0	0	4	4
"AGO"	1997	1	0	7	44	51
"AGO"	1997	2	0	0	4	4
"AGO"	1997	3	0	5	2	7
"AGO"	1997	4	0	1	0	1
"AGO"	1997	5	0	0	0	0
"AGO"	1997	6	0	0	0	0
"AGO"	1997	7	0	17	0	17
"AGO"	1997	8	0	1	0	1
"AGO"	1997	10	0	0	0	0
"AGO"	1997	11	0	0	0	0
"AGO"	1997	12	0	23	1	24
"AGO"	1998	1	0	23	39	62
"AGO"	1998	2	0	5	4	9
"AGO"	1998	3	0	0	14	14
"AGO"	1998	4	0	2	0	2
"AGO"	1998	5	0	2	10	12
"AGO"	1998	6	0	1	0	1
"AGO"	1998	7	0	19	0	19
"AGO"	1998	8	0	22	43	65
"AGO"	1998	9	0	3	47	50
"AGO"	1998	10	0	3	213	216
"AGO"	1998	11	0	22	108	130
"AGO"	1998	12	0	2	609	611
"AGO"	1999	1	0	14	604	618
"AGO"	1999	2	0	0	206	206
"AGO"	1999	3	0	8	362	370
"AGO"	1999	4	0	69	183	252
"AGO"	1999	5	0	110	38	148
"AGO"	1999	6	0	5	152	157
"AGO"	1999	7	0	139	166	305
"AGO"	1999	8	0	36	221	257
"AGO"	1999	9	0	7	70	77
"AGO"	1999	10	0	0	112	112
"AGO"	1999	11	0	0	158	158
"AGO"	1999	12	0	6	0	6
"AGO"	2000	1	0	36	593	629
"AGO"	2000	2	0	42	8	50
"AGO"	2000	3	0	51	52	103
"AGO"	2000	4	0	3	0	3
"AGO"	2000	5	0	4	5	9
"AGO"	2000	6	0	4	10	14
"AGO"	2000	7	0	14	49	63
"AGO"	2000	8	0	44	124	168
"AGO"	2000	9	0	20	29	49
"AGO"	2000	10	0	10	2	12
"AGO"	2000	11	0	10	76	86
"AGO"	2000	12	0	20	0	20
"AGO"	2001	1	0	23	231	254
"AGO"	2001	2	0	83	75	158
"AGO"	2001	3	0	31	169	200
"AGO"	2001	4	0	0	10	10
"AGO"	2001	5	0	296	79	375
"AGO"	2001	6	0	34	54	88
"AGO"	2001	7	0	80	72	152
"AGO"	2001	8	0	247	3	250
"AGO"	2001	9	0	164	277	441
"AGO"	2001	10	0	36	124	160
"AGO"	2001	11	0	26	31	57
"AGO"	2001	12	0	9	0	9
"AGO"	2002	1	0	13	302	315
"AGO"	2002	2	0	20	169	189
"AGO"	2002	3	0	7	11	18
"AGO"	2002	4	0	7	7	14
"AGO"	2002	5	0	0	0	0
"AGO"	2002	6	0	3	0	3
"AGO"	2002	7	0	0	1	1
"AGO"	2002	8	0	1	0	1
"AGO"	2002	9	0	1	0	1
"AGO"	2002	10	0	1	0	1
"AGO"	2002	11	0	1	31	32
"AGO"	2002	12	0	4	0	4
"AGO"	2003	1	0	0	3	3
"AGO"	2003	2	0	0	0	0
"AGO"	2003	3	0	1	0	1
"AGO"	2003	4	0	6	0	6
"AGO"	2003	5	0	2	0	2
"AGO"	2003	6	0	42	3	45
"AGO"	2003	7	0	1	0	1
"AGO"	2003	8	0	2	17	19
"AGO"	2003	9	0	0	0	0
"AGO"	2003	10	0	2	2	4
"AGO"	2003	11	0	0	0	0
"AGO"	2003	12	0	3	0	3
"AGO"	2004	1	0	9	18	27
"AGO"	2004	2	0	0	1	1
"AGO"	2004	3	0	1	0	1
"AGO"	2004	4	0	0	0	0
"AGO"	2004	7	0	2	0	2
"AGO"	2004	9	0	1	0	1
"AGO"	2004	10	0	0	2	2
"AGO"	2004	11	0	0	2	2
"AGO"	2004	12	0	0	2	2
"AGO"	2005	4	0	1	8	9
"AGO"	2005	5	0	0	0	0
"AGO"	2005	8	0	4	0	4
"AGO"	2005	9	0	1	0	1
"AGO"	2005	11	0	1	0	1
"AGO"	2005	12	0	0	0	0
"AGO"	2006	1	0	0	0	0
"AGO"	2006	2	0	0	0	0
"AGO"	2006	7	0	0	0	0
"AGO"	2006	8	0	0	3	3
"AGO"	2006	12	0	0	0	0
"AGO"	2007	1	0	0	25	25
"AGO"	2007	3	0	0	0	0
"AGO"	2007	5	0	0	0	0
"AGO"	2007	6	0	0	0	0
"AGO"	2007	7	0	0	0	0
"AGO"	2007	8	0	0	0	0
"AGO"	2007	9	0	0	0	0
"AGO"	2007	10	0	0	0	0
"AGO"	2007	11	0	0	0	0
"AGO"	2007	12	0	1	0	1
"AGO"	2008	1	0	0	1	1
"AGO"	2008	3	0	0	3	3
"AGO"	2008	4	0	0	0	0
"AGO"	2008	5	0	0	0	0
"AGO"	2008	6	0	0	0	0
"AGO"	2008	7	0	0	0	0
"AGO"	2008	11	0	0	0	0
"AGO"	2008	12	0	0	0	0
"AGO"	2009	1	0	0	24	24
"AGO"	2009	4	0	0	0	0
"AGO"	2009	6	0	0	0	0
"AGO"	2009	8	0	0	1	1
"AGO"	2009	9	0	0	0	0
"AGO"	2009	11	0	0	0	0
"AGO"	2010	1	0	0	2	2
"AGO"	2010	5	0	3	0	3
"AGO"	2010	11	0	0	5	5
"AGO"	2011	3	0	0	1	1
"AGO"	2011	4	0	0	0	0
"AGO"	2013	6	0	0	2	2
"AGO"	2014	6	0	0	0	0
"AGO"	2014	7	0	0	0	0
"AGO"	2014	8	0	0	0	0
"AGO"	2014	12	0	0	0	0
"AGO"	2015	2	0	0	1	1
"AGO"	2016	1	0	0	16	16
"AGO"	2016	3	0	0	0	0
"AGO"	2016	4	0	0	0	0
"AGO"	2016	6	0	0	2	2
"AGO"	2016	7	0	0	2	2
"AGO"	2016	8	0	1	0	1
"AGO"	2016	9	0	0	3	3
"AGO"	2016	11	0	0	2	2
"AGO"	2016	12	0	0	0	0
"AGO"	2017	1	0	0	9	9
"AGO"	2017	2	0	0	9	9
"AGO"	2017	3	0	0	0	0
"AGO"	2017	4	0	0	0	0
"AGO"	2017	5	0	0	3	3
"AGO"	2017	6	0	1	0	1
"AGO"	2017	8	0	0	1	1
"AGO"	2017	12	0	0	3	3
"AGO"	2018	3	0	0	1	1
"AGO"	2018	6	0	1	0	1
"AGO"	2018	7	0	2	0	2
"AGO"	2018	10	0	20	0	20
"AGO"	2019	1	0	0	17	17
"AGO"	2019	2	0	0	2	2
"AGO"	2019	3	0	1	4	5
"AGO"	2019	4	0	0	0	0
"AGO"	2019	6	0	0	2	2
"AGO"	2019	7	0	0	0	0
"AGO"	2019	10	0	0	0	0
"AGO"	2020	4	0	0	0	0
"AGO"	2020	5	0	1	0	1
"AGO"	2020	6	0	2	5	7
"AGO"	2020	7	0	3	2	5
"AGO"	2020	8	0	1	0	1
"AGO"	2020	9	0	0	2	2
"AGO"	2020	11	0	1	0	1
"AGO"	2021	1	0	10	0	10
"ALB"	1999	4	0	0	6	6
"ALB"	1999	5	0	0	0	0
"ALB"	1999	6	0	0	0	0
"ALB"	2020	12	0	1	0	1
"ARE"	2010	1	0	0	1	1
"ARG"	1992	3	0	0	0	0
"ARG"	1994	7	0	86	0	86
"ARM"	1992	2	0	0	1	1
"ARM"	1992	6	0	0	3	3
"ARM"	1992	8	0	0	3	3
"ARM"	1992	12	0	0	78	78
"ARM"	1993	4	0	0	15	15
"ARM"	1993	7	0	0	11	11
"ARM"	1993	8	0	0	11	11
"ARM"	1994	6	0	0	30	30
"ARM"	1995	3	0	0	6	6
"ARM"	1995	10	0	0	2	2
"ARM"	2005	3	0	0	1	1
"ARM"	2006	3	0	0	1	1
"ARM"	2006	5	0	0	1	1
"ARM"	2012	2	0	0	1	1
"ARM"	2012	3	0	0	2	2
"ARM"	2012	4	0	0	3	3
"ARM"	2012	6	0	0	3	3
"ARM"	2013	8	0	0	1	1
"ARM"	2015	1	0	7	4	11
"ARM"	2015	2	0	0	1	1
"ARM"	2015	9	0	0	4	4
"ARM"	2016	12	0	0	4	4
"ARM"	2018	9	0	0	1	1
"ARM"	2019	10	0	0	2	2
"ARM"	2020	9	0	0	2	2
"ARM"	2020	10	0	0	4	4
"ARM"	2020	11	0	0	4	4
"AUS"	2018	11	0	1	1	2
"AUT"	2020	11	0	4	1	5
"AUT"	2021	3	0	0	2	2
"AZE"	1991	12	0	0	35	35
"AZE"	1992	1	0	161	279	440
"AZE"	1992	2	0	0	158	158
"AZE"	1992	3	0	0	310	310
"AZE"	1992	4	0	0	110	110
"AZE"	1992	5	0	0	286	286
"AZE"	1992	6	0	0	337	337
"AZE"	1992	7	0	0	137	137
"AZE"	1992	8	0	0	165	165
"AZE"	1992	9	0	0	214	214
"AZE"	1992	10	0	0	7	7
"AZE"	1992	11	0	0	51	51
"AZE"	1992	12	0	0	28	28
"AZE"	1993	1	0	0	22	22
"AZE"	1993	2	0	0	98	98
"AZE"	1993	3	0	0	10	10
"AZE"	1993	4	0	0	86	86
"AZE"	1993	5	0	0	20	20
"AZE"	1993	6	0	0	99	99
"AZE"	1993	7	0	0	378	378
"AZE"	1993	8	0	0	85	85
"AZE"	1993	9	0	0	5	5
"AZE"	1993	11	0	0	4	4
"AZE"	1993	12	0	0	387	387
"AZE"	1994	1	0	0	912	912
"AZE"	1994	2	0	0	73	73
"AZE"	1994	3	0	0	77	77
"AZE"	1994	4	0	0	306	306
"AZE"	1994	5	0	0	107	107
"AZE"	1994	7	0	0	2	2
"AZE"	1994	9	0	0	2	2
"AZE"	1994	10	0	0	10	10
"AZE"	1995	1	0	0	4	4
"AZE"	1995	3	0	0	50	50
"AZE"	1996	2	0	0	2	2
"AZE"	1996	3	0	0	1	1
"AZE"	1996	5	0	0	2	2
"AZE"	1997	4	0	0	28	28
"AZE"	1997	9	0	0	1	1
"AZE"	1998	1	0	0	33	33
"AZE"	1998	2	0	0	0	0
"AZE"	1998	9	0	0	0	0
"AZE"	1998	12	0	0	1	1
"AZE"	1999	1	0	0	13	13
